"","Date","AAPL.Adjusted","MSFT.Adjusted"
"2016-02-03",2016-02-03,90.306725,48.265564
"2016-02-04",2016-02-04,91.032356,48.117519
"2016-02-05",2016-02-05,88.601059,46.414902
"2016-02-08",2016-02-08,89.533989,45.720894
"2016-02-09",2016-02-09,89.515144,45.600597
"2016-02-10",2016-02-10,88.836655,45.998493
"2016-02-11",2016-02-11,88.299492,45.97998
"2016-02-12",2016-02-12,88.572784,46.729507
"2016-02-16",2016-02-16,91.070045,47.614883
"2016-02-17",2016-02-17,92.464752,48.854431
"2016-02-18",2016-02-18,90.71196,48.640072
"2016-02-19",2016-02-19,90.504639,48.295238
"2016-02-22",2016-02-22,91.296219,49.068783
"2016-02-23",2016-02-23,89.23243,47.698772
"2016-02-24",2016-02-24,90.561165,47.866531
"2016-02-25",2016-02-25,91.183121,48.556187
"2016-02-26",2016-02-26,91.324493,47.810608
"2016-02-29",2016-02-29,91.117157,47.419174
"2016-03-01",2016-03-01,94.73584,49.003548
"2016-03-02",2016-03-02,94.943161,49.348366
"2016-03-03",2016-03-03,95.649933,48.789185
"2016-03-04",2016-03-04,97.072906,48.490952
"2016-03-07",2016-03-07,95.998619,47.558968
"2016-03-08",2016-03-08,95.207031,48.136799
"2016-03-09",2016-03-09,95.291855,49.245861
"2016-03-10",2016-03-10,95.338943,48.50959
"2016-03-11",2016-03-11,96.366142,49.460213
"2016-03-14",2016-03-14,96.611145,49.553413
"2016-03-15",2016-03-15,98.552414,49.944839
"2016-03-16",2016-03-16,99.862305,50.653141
"2016-03-17",2016-03-17,99.70211,50.942055
"2016-03-18",2016-03-18,99.815178,49.851643
"2016-03-21",2016-03-21,99.805763,50.196476
"2016-03-22",2016-03-22,100.569061,50.392189
"2016-03-23",2016-03-23,100.013077,50.299
"2016-03-24",2016-03-24,99.579605,50.522675
"2016-03-28",2016-03-28,99.127266,49.898251
"2016-03-29",2016-03-29,101.47374,50.988659
"2016-03-30",2016-03-30,103.245384,51.305534
"2016-03-31",2016-03-31,102.708244,51.473286
"2016-04-01",2016-04-01,103.650604,51.790169
"2016-04-04",2016-04-04,104.715477,51.659695
"2016-04-05",2016-04-05,103.480988,50.848866
"2016-04-06",2016-04-06,104.564682,51.370766
"2016-04-07",2016-04-07,102.284172,50.755665
"2016-04-08",2016-04-08,102.39727,50.718388
"2016-04-11",2016-04-11,102.736519,50.615868
"2016-04-12",2016-04-12,104.074684,50.932743
"2016-04-13",2016-04-13,105.582466,51.585125
"2016-04-14",2016-04-14,105.638985,51.594448
"2016-04-15",2016-04-15,103.518669,51.864723
"2016-04-18",2016-04-18,101.285271,52.619625
"2016-04-19",2016-04-19,100.748131,52.554382
"2016-04-20",2016-04-20,100.955452,51.808811
"2016-04-21",2016-04-21,99.862305,51.985878
"2016-04-22",2016-04-22,99.589027,48.257954
"2016-04-25",2016-04-25,99.023598,48.56551
"2016-04-26",2016-04-26,98.335678,47.941086
"2016-04-27",2016-04-27,92.182045,47.475086
"2016-04-28",2016-04-28,89.364365,46.50584
"2016-04-29",2016-04-29,88.337189,46.477879
"2016-05-02",2016-05-02,88.24295,47.167538
"2016-05-03",2016-05-03,89.694191,46.393993
"2016-05-04",2016-05-04,88.761253,46.477879
"2016-05-05",2016-05-05,88.400978,46.54311
"2016-05-06",2016-05-06,87.907959,46.962502
"2016-05-09",2016-05-09,87.974342,46.664272
"2016-05-10",2016-05-10,88.571632,47.549652
"2016-05-11",2016-05-11,87.70887,47.57761
"2016-05-12",2016-05-12,85.651482,48.006317
"2016-05-13",2016-05-13,85.822136,47.605572
"2016-05-16",2016-05-16,89.007759,48.304558
"2016-05-17",2016-05-17,88.637993,47.403595
"2016-05-18",2016-05-18,89.652466,47.685154
"2016-05-19",2016-05-19,89.311157,47.225281
"2016-05-20",2016-05-20,90.278229,47.506836
"2016-05-23",2016-05-23,91.425423,46.953121
"2016-05-24",2016-05-24,92.819138,48.417183
"2016-05-25",2016-05-25,94.44986,48.914581
"2016-05-26",2016-05-26,95.198868,48.698727
"2016-05-27",2016-05-27,95.141983,49.102283
"2016-05-31",2016-05-31,94.677414,49.740459
"2016-06-01",2016-06-01,93.350067,49.599678
"2016-06-02",2016-06-02,92.648468,49.252441
"2016-06-03",2016-06-03,92.838097,48.604881
"2016-06-06",2016-06-06,93.511246,48.923962
"2016-06-07",2016-06-07,93.890488,48.895805
"2016-06-08",2016-06-08,93.805161,48.839504
"2016-06-09",2016-06-09,94.478317,48.445332
"2016-06-10",2016-06-10,93.700874,48.313942
"2016-06-13",2016-06-13,92.288193,47.056355
"2016-06-14",2016-06-14,92.401955,46.765427
"2016-06-15",2016-06-15,92.098564,46.634026
"2016-06-16",2016-06-16,92.487305,47.290977
"2016-06-17",2016-06-17,90.382515,47.04697
"2016-06-20",2016-06-20,90.164444,46.990658
"2016-06-21",2016-06-21,90.932419,48.041779
"2016-06-22",2016-06-22,90.59108,47.85408
"2016-06-23",2016-06-23,91.112549,48.717491
"2016-06-24",2016-06-24,88.552689,46.765427
"2016-06-27",2016-06-27,87.26326,45.451515
"2016-06-28",2016-06-28,88.732811,46.399406
"2016-06-29",2016-06-29,89.500771,47.431755
"2016-06-30",2016-06-30,90.638489,48.023003
"2016-07-01",2016-07-01,90.913445,48.013626
"2016-07-05",2016-07-05,90.06015,48.023003
"2016-07-06",2016-07-06,90.572136,48.220093
"2016-07-07",2016-07-07,90.960854,48.220093
"2016-07-08",2016-07-08,91.662445,49.083504
"2016-07-11",2016-07-11,91.946884,49.355675
"2016-07-12",2016-07-12,92.364044,49.93755
"2016-07-13",2016-07-13,91.842598,50.219097
"2016-07-14",2016-07-14,93.662941,50.434948
"2016-07-15",2016-07-15,93.65345,50.397408
"2016-07-18",2016-07-18,94.648964,50.641422
"2016-07-19",2016-07-19,94.68689,49.824932
"2016-07-20",2016-07-20,94.772224,52.471493
"2016-07-21",2016-07-21,94.269737,52.368259
"2016-07-22",2016-07-22,93.539688,53.090908
"2016-07-25",2016-07-25,92.288193,53.241066
"2016-07-26",2016-07-26,91.652954,53.269218
"2016-07-27",2016-07-27,97.607033,52.734268
"2016-07-28",2016-07-28,98.924889,52.753044
"2016-07-29",2016-07-29,98.801666,53.194141
"2016-08-01",2016-08-01,100.546158,53.100292
"2016-08-02",2016-08-02,99.057648,53.100292
"2016-08-03",2016-08-03,100.299644,53.466301
"2016-08-04",2016-08-04,100.919258,53.860477
"2016-08-05",2016-08-05,102.453957,54.395412
"2016-08-08",2016-08-08,103.302353,54.489265
"2016-08-09",2016-08-09,103.721771,54.620659
"2016-08-10",2016-08-10,102.949638,54.451729
"2016-08-11",2016-08-11,102.882927,54.714508
"2016-08-12",2016-08-12,103.121223,54.376652
"2016-08-15",2016-08-15,104.360435,54.545574
"2016-08-16",2016-08-16,104.265106,54.243374
"2016-08-17",2016-08-17,104.112602,54.356709
"2016-08-18",2016-08-18,103.979141,54.394482
"2016-08-19",2016-08-19,104.246056,54.413361
"2016-08-22",2016-08-22,103.435791,54.460579
"2016-08-23",2016-08-23,103.759895,54.668339
"2016-08-24",2016-08-24,102.978249,54.724998
"2016-08-25",2016-08-25,102.539757,54.932751
"2016-08-26",2016-08-26,101.939209,54.800556
"2016-08-29",2016-08-29,101.824829,54.866653
"2016-08-30",2016-08-30,101.043182,54.668339
"2016-08-31",2016-08-31,101.138496,54.262272
"2016-09-01",2016-09-01,101.739037,54.385036
"2016-09-02",2016-09-02,102.692284,54.460579
"2016-09-06",2016-09-06,102.663673,54.403927
"2016-09-07",2016-09-07,103.292809,54.451145
"2016-09-08",2016-09-08,100.585609,54.23394
"2016-09-09",2016-09-09,98.307373,53.081837
"2016-09-12",2016-09-12,100.509361,53.875092
"2016-09-13",2016-09-13,102.901985,53.384026
"2016-09-14",2016-09-14,106.543358,53.129059
"2016-09-15",2016-09-15,110.165649,54.007294
"2016-09-16",2016-09-16,109.546051,54.063961
"2016-09-19",2016-09-19,108.268715,53.761768
"2016-09-20",2016-09-20,108.259171,53.648449
"2016-09-21",2016-09-21,108.24012,54.545574
"2016-09-22",2016-09-22,109.260094,54.602234
"2016-09-23",2016-09-23,107.4394,54.23394
"2016-09-26",2016-09-26,107.601448,53.73344
"2016-09-27",2016-09-27,107.80162,54.724998
"2016-09-28",2016-09-28,108.621414,54.800556
"2016-09-29",2016-09-29,106.934189,54.205612
"2016-09-30",2016-09-30,107.763504,54.394482
"2016-10-03",2016-10-03,107.258286,54.224495
"2016-10-04",2016-10-04,107.715836,54.05452
"2016-10-05",2016-10-05,107.763504,54.432255
"2016-10-06",2016-10-06,108.564217,54.526691
"2016-10-07",2016-10-07,108.726265,54.583347
"2016-10-10",2016-10-10,110.623215,54.809998
"2016-10-11",2016-10-11,110.861519,54.007294
"2016-10-12",2016-10-12,111.852898,53.931747
"2016-10-13",2016-10-13,111.50972,53.752323
"2016-10-14",2016-10-14,112.129311,54.224495
"2016-10-17",2016-10-17,112.053062,54.035629
"2016-10-18",2016-10-18,111.976814,54.451145
"2016-10-19",2016-10-19,111.643173,54.328369
"2016-10-20",2016-10-20,111.585983,54.063961
"2016-10-21",2016-10-21,111.147491,56.339844
"2016-10-24",2016-10-24,112.148384,57.605263
"2016-10-25",2016-10-25,112.720345,57.595825
"2016-10-26",2016-10-26,110.184723,57.255852
"2016-10-27",2016-10-27,109.126633,56.755356
"2016-10-28",2016-10-28,108.402168,56.538151
"2016-10-31",2016-10-31,108.230583,56.585373
"2016-11-01",2016-11-01,106.276443,56.472046
"2016-11-02",2016-11-02,106.371758,56.122639
"2016-11-03",2016-11-03,105.231598,55.914879
"2016-11-04",2016-11-04,104.283051,55.442707
"2016-11-07",2016-11-07,105.787323,57.057541
"2016-11-08",2016-11-08,106.410103,57.104767
"2016-11-09",2016-11-09,106.237648,56.821453
"2016-11-10",2016-11-10,103.277008,55.43327
"2016-11-11",2016-11-11,103.890221,55.735462
"2016-11-14",2016-11-14,101.284096,54.885536
"2016-11-15",2016-11-15,102.625488,55.969379
"2016-11-16",2016-11-16,105.384895,56.710949
"2016-11-17",2016-11-17,105.346558,57.652164
"2016-11-18",2016-11-18,105.451973,57.376446
"2016-11-21",2016-11-21,107.052055,57.861324
"2016-11-22",2016-11-22,107.119118,58.108501
"2016-11-23",2016-11-23,106.572975,57.423992
"2016-11-25",2016-11-25,107.109535,57.547577
"2016-11-28",2016-11-28,106.89875,57.623638
"2016-11-29",2016-11-29,106.793365,58.07999
"2016-11-30",2016-11-30,105.8927,57.290874
"2016-12-01",2016-12-01,104.90583,56.283112
"2016-12-02",2016-12-02,105.298676,56.330643
"2016-12-05",2016-12-05,104.541748,57.252861
"2016-12-06",2016-12-06,105.346558,56.996159
"2016-12-07",2016-12-07,106.381355,58.346195
"2016-12-08",2016-12-08,107.42572,58.003925
"2016-12-09",2016-12-09,109.179115,58.916634
"2016-12-12",2016-12-12,108.556305,59.106773
"2016-12-13",2016-12-13,110.367195,59.876858
"2016-12-14",2016-12-14,110.367195,59.591648
"2016-12-15",2016-12-15,110.97081,59.496574
"2016-12-16",2016-12-16,111.114532,59.230362
"2016-12-19",2016-12-19,111.75647,60.485325
"2016-12-20",2016-12-20,112.05349,60.409275
"2016-12-21",2016-12-21,112.15889,60.409275
"2016-12-22",2016-12-22,111.421135,60.418777
"2016-12-23",2016-12-23,111.641487,60.124058
"2016-12-27",2016-12-27,112.350517,60.162071
"2016-12-28",2016-12-28,111.871452,59.886375
"2016-12-29",2016-12-29,111.842705,59.800812
"2016-12-30",2016-12-30,110.97081,59.078251
"2017-01-03",2017-01-03,111.286987,59.496574
"2017-01-04",2017-01-04,111.162437,59.230362
"2017-01-05",2017-01-05,111.727715,59.230362
"2017-01-06",2017-01-06,112.973305,59.743763
"2017-01-09",2017-01-09,114.00808,59.553616
"2017-01-10",2017-01-10,114.123047,59.534603
"2017-01-11",2017-01-11,114.736275,60.076519
"2017-01-12",2017-01-12,114.257195,59.525097
"2017-01-13",2017-01-13,114.055984,59.610664
"2017-01-17",2017-01-17,114.975792,59.449032
"2017-01-18",2017-01-18,114.966225,59.420517
"2017-01-19",2017-01-19,114.765007,59.230362
"2017-01-20",2017-01-20,114.975792,59.648685
"2017-01-23",2017-01-23,115.052444,59.857845
"2017-01-24",2017-01-24,114.94706,60.390259
"2017-01-25",2017-01-25,116.777084,60.542374
"2017-01-26",2017-01-26,116.834564,61.103298
"2017-01-27",2017-01-27,116.844154,62.538902
"2017-01-30",2017-01-30,116.53756,61.920921
"2017-01-31",2017-01-31,116.269257,61.464577
"2017-02-01",2017-02-01,123.359444,60.447304
"2017-02-02",2017-02-02,123.148666,60.057503
"2017-02-03",2017-02-03,123.675636,60.542374
"2017-02-06",2017-02-06,124.834976,60.504345
"2017-02-07",2017-02-07,126.023041,60.304691
"2017-02-08",2017-02-08,126.511688,60.219131
"2017-02-09",2017-02-09,127.425858,60.903652
"2017-02-10",2017-02-10,127.137177,60.846611
"2017-02-13",2017-02-13,128.263062,61.531136
"2017-02-14",2017-02-14,129.927811,61.760693
"2017-02-15",2017-02-15,130.399323,61.722424
"2017-02-16",2017-02-16,130.245407,61.712856
"2017-02-17",2017-02-17,130.601425,61.808517
"2017-02-21",2017-02-21,131.544464,61.684166
"2017-02-22",2017-02-22,131.938995,61.559826
"2017-02-23",2017-02-23,131.380859,61.808517
"2017-02-24",2017-02-24,131.505997,61.808517
"2017-02-27",2017-02-27,131.765778,61.435486
"2017-02-28",2017-02-28,131.823517,61.196365
"2017-03-01",2017-03-01,134.517914,62.114594
"2017-03-02",2017-03-02,133.719223,61.225063
"2017-03-03",2017-03-03,134.508286,61.454613
"2017-03-06",2017-03-06,134.084869,61.473736
"2017-03-07",2017-03-07,134.258087,61.598091
"2017-03-08",2017-03-08,133.757706,62.162415
"2017-03-09",2017-03-09,133.449783,61.913727
"2017-03-10",2017-03-10,133.892441,62.105022
"2017-03-13",2017-03-13,133.950165,61.894596
"2017-03-14",2017-03-14,133.748077,61.607651
"2017-03-15",2017-03-15,135.162674,61.932861
"2017-03-16",2017-03-16,135.383972,61.827648
"2017-03-17",2017-03-17,134.710419,62.047638
"2017-03-20",2017-03-20,136.124954,62.105022
"2017-03-21",2017-03-21,134.56601,61.416351
"2017-03-22",2017-03-22,136.086441,62.200676
"2017-03-23",2017-03-23,135.605301,62.047638
"2017-03-24",2017-03-24,135.335861,62.152859
"2017-03-27",2017-03-27,135.566818,62.26762
"2017-03-28",2017-03-28,138.376663,62.449368
"2017-03-29",2017-03-29,138.684631,62.621529
"2017-03-30",2017-03-30,138.50177,62.851093
"2017-03-31",2017-03-31,138.241959,62.99456
"2017-04-03",2017-04-03,138.280457,62.698048
"2017-04-04",2017-04-04,139.310104,62.870228
"2017-04-05",2017-04-05,138.588394,62.707611
"2017-04-06",2017-04-06,138.241959,62.870228
"2017-04-07",2017-04-07,137.934021,62.822403
"2017-04-10",2017-04-10,137.770447,62.678928
"2017-04-11",2017-04-11,136.288544,62.6311
"2017-04-12",2017-04-12,136.452087,62.391968
"2017-04-13",2017-04-13,135.730423,62.124149
"2017-04-17",2017-04-17,136.480972,62.6311
"2017-04-18",2017-04-18,135.874741,62.545021
"2017-04-19",2017-04-19,135.374344,62.210243
"2017-04-20",2017-04-20,137.067993,62.650234
"2017-04-21",2017-04-21,136.904373,63.51107
"2017-04-24",2017-04-24,138.222687,64.591896
"2017-04-25",2017-04-25,139.079147,64.964943
"2017-04-26",2017-04-26,138.261185,64.878853
"2017-04-27",2017-04-27,138.367081,65.299713
"2017-04-28",2017-04-28,138.23233,65.481438
"2017-05-01",2017-05-01,141.051834,66.390121
"2017-05-02",2017-05-02,141.946762,66.284897
"2017-05-03",2017-05-03,141.513748,66.074478
"2017-05-04",2017-05-04,141.003723,65.816223
"2017-05-05",2017-05-05,143.342072,65.99794
"2017-05-08",2017-05-08,147.239334,65.940567
"2017-05-09",2017-05-09,148.182373,66.036217
"2017-05-10",2017-05-10,147.479904,66.294464
"2017-05-11",2017-05-11,148.755341,65.481438
"2017-05-12",2017-05-12,150.83284,65.404922
"2017-05-15",2017-05-15,150.44632,65.452744
"2017-05-16",2017-05-16,150.224075,66.770653
"2017-05-17",2017-05-17,145.180206,64.914047
"2017-05-18",2017-05-18,147.392944,65.135292
"2017-05-19",2017-05-19,147.895401,65.116051
"2017-05-22",2017-05-22,148.794006,65.847145
"2017-05-23",2017-05-23,148.610413,66.068413
"2017-05-24",2017-05-24,148.165939,66.154999
"2017-05-25",2017-05-25,148.678024,66.972672
"2017-05-26",2017-05-26,148.426834,67.299736
"2017-05-30",2017-05-30,148.484787,67.732635
"2017-05-31",2017-05-31,147.605515,67.184303
"2017-06-01",2017-06-01,148.011337,67.43441
"2017-06-02",2017-06-02,150.204742,69.031296
"2017-06-05",2017-06-05,148.736038,69.531525
"2017-06-06",2017-06-06,149.238495,69.762383
"2017-06-07",2017-06-07,150.127441,69.637344
"2017-06-08",2017-06-08,149.760284,69.214073
"2017-06-09",2017-06-09,143.953049,67.646049
"2017-06-12",2017-06-12,140.513168,67.126595
"2017-06-13",2017-06-13,141.643692,67.963501
"2017-06-14",2017-06-14,140.261932,67.597946
"2017-06-15",2017-06-15,139.421295,67.242035
"2017-06-16",2017-06-16,137.469467,67.338226
"2017-06-19",2017-06-19,141.402145,68.17514
"2017-06-20",2017-06-20,140.117035,67.25164
"2017-06-21",2017-06-21,140.947998,67.597946
"2017-06-22",2017-06-22,140.71611,67.588326
"2017-06-23",2017-06-23,141.344177,68.502213
"2017-06-26",2017-06-26,140.899689,67.848068
"2017-06-27",2017-06-27,138.880173,66.578262
"2017-06-28",2017-06-28,140.909348,67.145828
"2017-06-29",2017-06-29,138.831879,65.885651
"2017-06-30",2017-06-30,139.160446,66.308907
"2017-07-03",2017-07-03,138.657959,65.577812
"2017-07-05",2017-07-05,139.228058,66.453201
"2017-07-06",2017-07-06,137.913971,65.962593
"2017-07-07",2017-07-07,139.315018,66.818756
"2017-07-10",2017-07-10,140.165329,67.318993
"2017-07-11",2017-07-11,140.619492,67.328598
"2017-07-12",2017-07-12,140.822388,68.444496
"2017-07-13",2017-07-13,142.783875,69.040909
"2017-07-14",2017-07-14,144.011017,70.012505
"2017-07-17",2017-07-17,144.513474,70.560837
"2017-07-18",2017-07-18,145.015961,70.512741
"2017-07-19",2017-07-19,145.92421,71.051437
"2017-07-20",2017-07-20,145.267151,71.397751
"2017-07-21",2017-07-21,145.199524,70.9841
"2017-07-24",2017-07-24,146.95813,70.801331
"2017-07-25",2017-07-25,147.586212,71.368896
"2017-07-26",2017-07-26,148.281906,71.23423
"2017-07-27",2017-07-27,145.479767,70.378075
"2017-07-28",2017-07-28,144.455536,70.262627
"2017-07-31",2017-07-31,143.711487,69.935555
"2017-08-01",2017-08-01,144.986969,69.820122
"2017-08-02",2017-08-02,151.837723,69.512291
"2017-08-03",2017-08-03,150.320694,69.406471
"2017-08-04",2017-08-04,151.113022,69.916306
"2017-08-07",2017-08-07,153.45137,69.646973
"2017-08-08",2017-08-08,154.678513,70.022141
"2017-08-09",2017-08-09,155.625443,69.714302
"2017-08-10",2017-08-10,150.668503,68.694618
"2017-08-11",2017-08-11,152.763809,69.743149
"2017-08-14",2017-08-14,155.06282,70.791695
"2017-08-15",2017-08-15,156.760422,70.811058
"2017-08-16",2017-08-16,156.129883,71.226906
"2017-08-17",2017-08-17,153.132416,70.018028
"2017-08-18",2017-08-18,152.783203,70.105072
"2017-08-21",2017-08-21,152.501923,69.776245
"2017-08-22",2017-08-22,154.994904,70.753029
"2017-08-23",2017-08-23,155.188934,70.327507
"2017-08-24",2017-08-24,154.500198,70.298492
"2017-08-25",2017-08-25,155.072525,70.424217
"2017-08-28",2017-08-28,156.634308,70.433891
"2017-08-29",2017-08-29,158.031204,70.646645
"2017-08-30",2017-08-30,158.458023,71.57505
"2017-08-31",2017-08-31,159.088562,72.310051
"2017-09-01",2017-09-01,159.137039,71.507362
"2017-09-05",2017-09-05,157.226044,71.188217
"2017-09-06",2017-09-06,157.061127,70.98513
"2017-09-07",2017-09-07,156.430603,71.894203
"2017-09-08",2017-09-08,153.879349,71.546036
"2017-09-11",2017-09-11,156.663422,72.300392
"2017-09-12",2017-09-12,156.042587,72.223022
"2017-09-13",2017-09-13,154.86879,72.73558
"2017-09-14",2017-09-14,153.539841,72.310051
"2017-09-15",2017-09-15,155.091934,72.832283
"2017-09-18",2017-09-18,153.918137,72.687225
"2017-09-19",2017-09-19,153.976364,72.958008
"2017-09-20",2017-09-20,151.396042,72.474472
"2017-09-21",2017-09-21,148.796295,71.768478
"2017-09-22",2017-09-22,147.341217,71.961906
"2017-09-25",2017-09-25,146.041321,70.849724
"2017-09-26",2017-09-26,148.553772,70.849724
"2017-09-27",2017-09-27,149.61113,71.420326
"2017-09-28",2017-09-28,148.689575,71.439667
"2017-09-29",2017-09-29,149.50444,72.039268
"2017-10-02",2017-10-02,149.20372,72.155319
"2017-10-03",2017-10-03,149.853638,71.816841
"2017-10-04",2017-10-04,148.883591,72.232697
"2017-10-05",2017-10-05,150.736404,73.470573
"2017-10-06",2017-10-06,150.649063,73.49958
"2017-10-09",2017-10-09,151.172897,73.780052
"2017-10-10",2017-10-10,151.231125,73.780052
"2017-10-11",2017-10-11,151.861649,73.905769
"2017-10-12",2017-10-12,151.32814,74.582748
"2017-10-13",2017-10-13,152.288498,74.940567
"2017-10-16",2017-10-16,155.091934,75.095306
"2017-10-17",2017-10-17,155.664261,75.037262
"2017-10-18",2017-10-18,154.975525,75.056618
"2017-10-19",2017-10-19,151.308716,75.346748
"2017-10-20",2017-10-20,151.570633,76.21714
"2017-10-23",2017-10-23,151.493027,76.236488
"2017-10-24",2017-10-24,152.395187,76.265511
"2017-10-25",2017-10-25,151.725845,76.043053
"2017-10-26",2017-10-26,152.695908,76.168777
"2017-10-27",2017-10-27,158.166992,81.052635
"2017-10-30",2017-10-30,161.727112,81.130005
"2017-10-31",2017-10-31,163.977585,80.443352
"2017-11-01",2017-11-01,161.892014,80.443352
"2017-11-02",2017-11-02,163.07547,81.284744
"2017-11-03",2017-11-03,167.333984,81.371788
"2017-11-06",2017-11-06,169.031586,81.690926
"2017-11-07",2017-11-07,169.574799,81.497498
"2017-11-08",2017-11-08,170.961975,81.777962
"2017-11-09",2017-11-09,170.612793,81.323418
"2017-11-10",2017-11-10,170.048096,81.11068
"2017-11-13",2017-11-13,169.366638,81.168694
"2017-11-14",2017-11-14,166.806213,81.284744
"2017-11-15",2017-11-15,164.606018,80.652969
"2017-11-16",2017-11-16,166.572571,80.866798
"2017-11-17",2017-11-17,165.64769,80.089226
"2017-11-20",2017-11-20,165.482208,80.215591
"2017-11-21",2017-11-21,168.558578,81.372231
"2017-11-22",2017-11-22,170.330444,80.779327
"2017-11-24",2017-11-24,170.340179,80.925125
"2017-11-27",2017-11-27,169.483444,81.518021
"2017-11-28",2017-11-28,168.490463,82.49968
"2017-11-29",2017-11-29,164.995453,81.002876
"2017-11-30",2017-11-30,167.302734,81.809601
"2017-12-01",2017-12-01,166.523895,81.897079
"2017-12-04",2017-12-04,165.306976,78.806252
"2017-12-05",2017-12-05,165.151184,79.301933
"2017-12-06",2017-12-06,164.537888,80.45858
"2017-12-07",2017-12-07,164.839676,80.176704
"2017-12-08",2017-12-08,164.888367,81.799881
"2017-12-11",2017-12-11,168.101028,82.839882
"2017-12-12",2017-12-12,167.156677,83.180061
"2017-12-13",2017-12-13,167.711624,82.956505
"2017-12-14",2017-12-14,167.662949,82.315025
"2017-12-15",2017-12-15,169.366638,84.414436
"2017-12-18",2017-12-18,171.751816,83.957619
"2017-12-19",2017-12-19,169.921539,83.42305
"2017-12-20",2017-12-20,169.736588,83.121735
"2017-12-21",2017-12-21,170.37912,83.102303
"2017-12-22",2017-12-22,170.37912,83.112022
"2017-12-26",2017-12-26,166.056595,83.005104
"2017-12-27",2017-12-27,166.085815,83.306412
"2017-12-28",2017-12-28,166.553101,83.316124
"2017-12-29",2017-12-29,164.75206,83.141182
"2018-01-02",2018-01-02,167.701889,83.53968
"2018-01-03",2018-01-03,167.672668,83.928474
"2018-01-04",2018-01-04,168.451508,84.667145
"2018-01-05",2018-01-05,170.369385,85.716881
"2018-01-08",2018-01-08,169.736588,85.804337
"2018-01-09",2018-01-09,169.717117,85.746025
"2018-01-10",2018-01-10,169.678162,85.357239
"2018-01-11",2018-01-11,170.641968,85.609947
"2018-01-12",2018-01-12,172.404099,87.087334
"2018-01-16",2018-01-16,171.527893,85.872368
"2018-01-17",2018-01-17,174.360886,87.612183
"2018-01-18",2018-01-18,174.516632,87.573303
"2018-01-19",2018-01-19,173.737839,87.476105
"2018-01-22",2018-01-22,172.316452,89.040962
"2018-01-23",2018-01-23,172.355392,89.322823
"2018-01-24",2018-01-24,169.610016,89.245064
"2018-01-25",2018-01-25,166.582321,89.740768
"2018-01-26",2018-01-26,166.971725,91.422256
"2018-01-29",2018-01-29,163.515671,91.286179
"2018-01-30",2018-01-30,162.551865,90.139259
"2018-01-31",2018-01-31,162.999695,92.345612
"2018-02-01",2018-02-01,163.340424,91.616646
"2018-02-02",2018-02-02,156.253067,89.206184
"2018-02-05",2018-02-05,152.349167,85.532188
"2018-02-06",2018-02-06,158.71611,88.768806
"2018-02-07",2018-02-07,155.318436,87.097038
"2018-02-08",2018-02-08,151.044632,82.626045
"2018-02-09",2018-02-09,152.892105,85.707153
"2018-02-12",2018-02-12,159.050415,86.630493
"2018-02-13",2018-02-13,160.643784,87.310875
"2018-02-14",2018-02-14,163.605591,88.678009
"2018-02-15",2018-02-15,169.099213,90.484581
"2018-02-16",2018-02-16,168.551804,89.840065
"2018-02-20",2018-02-20,167.984848,90.543159
"2018-02-21",2018-02-21,167.222412,89.342033
"2018-02-22",2018-02-22,168.620224,89.576408
"2018-02-23",2018-02-23,171.552734,91.8517
"2018-02-26",2018-02-26,174.944702,93.179771
"2018-02-27",2018-02-27,174.377747,91.988403
"2018-02-28",2018-02-28,174.113831,91.56852
"2018-03-01",2018-03-01,171.063995,90.670113
"2018-03-02",2018-03-02,172.24678,90.865417
"2018-03-05",2018-03-05,172.843079,91.441551
"2018-03-06",2018-03-06,172.696442,91.129082
"2018-03-07",2018-03-07,171.093338,91.656403
"2018-03-08",2018-03-08,172.960373,92.213013
"2018-03-09",2018-03-09,175.931992,94.273476
"2018-03-12",2018-03-12,177.632843,94.498077
"2018-03-13",2018-03-13,175.922211,92.193489
"2018-03-14",2018-03-14,174.42662,91.646629
"2018-03-15",2018-03-15,174.631882,91.968895
"2018-03-16",2018-03-16,174.016083,92.379021
"2018-03-19",2018-03-19,171.357239,90.709175
"2018-03-20",2018-03-20,171.298615,90.943542
"2018-03-21",2018-03-21,167.417892,90.3088
"2018-03-22",2018-03-22,165.052322,87.681946
"2018-03-23",2018-03-23,161.23027,85.133224
"2018-03-26",2018-03-26,168.884155,91.57827
"2018-03-27",2018-03-27,164.553802,87.369469
"2018-03-28",2018-03-28,162.735626,87.291344
"2018-03-29",2018-03-29,164.006378,89.12719
"2018-04-02",2018-04-02,162.931122,86.441757
"2018-04-03",2018-04-03,164.602676,87.603821
"2018-04-04",2018-04-04,167.750244,90.162323
"2018-04-05",2018-04-05,168.913483,90.211143
"2018-04-06",2018-04-06,164.592911,88.111626
"2018-04-09",2018-04-09,166.225342,88.638939
"2018-04-10",2018-04-10,169.353378,90.699394
"2018-04-11",2018-04-11,168.561569,89.703362
"2018-04-12",2018-04-12,170.223358,91.382973
"2018-04-13",2018-04-13,170.800049,90.894714
"2018-04-16",2018-04-16,171.865585,91.959106
"2018-04-17",2018-04-17,174.231125,93.814514
"2018-04-18",2018-04-18,173.840134,94.175827
"2018-04-19",2018-04-19,168.913483,93.853577
"2018-04-20",2018-04-20,161.992706,92.76963
